年月日,開盤價,最高價,最低價,收盤價,成交量,成交值,報酬率,週轉率,流通在外股數,市值,最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重,成交值比重,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,股價營收比-TEJ
2010/09/01,"7,643.61","7,679.43","7,625.72","7,668.25","3,652,901","109,060,301",0.6824,0.471,"581,073,813","19,925,027",-,-,0.68,100,100,"884,021",-,17.34,-,1.69,1.18
2010/09/02,"7,764.80","7,780.53","7,715.31","7,720.82","4,101,706","116,822,239",0.6856,0.5332,"581,094,981","20,062,507",-,-,0.6832,100,100,"999,293",-,17.46,-,1.7,1.19
2010/09/03,"7,770.93","7,830.21","7,770.93","7,830.21","4,511,176","132,714,623",1.4168,0.592,"580,716,549","20,343,496",-,-,1.4069,100,100,"1,087,150",-,17.7,-,1.73,1.21
2010/09/06,"7,879.70","7,902.56","7,841.83","7,890.95","4,288,898","128,586,727",0.7757,0.5541,"580,746,989","20,501,665",-,-,0.7727,100,100,"1,052,296",-,17.84,-,1.74,1.22
2010/09/07,"7,914.38","7,922.07","7,876.67","7,884.40","4,494,203","127,155,568",-0.083,0.5776,"580,752,708","20,483,422",-,-,-0.083,100,100,"1,075,758",-,17.83,-,1.74,1.21
2010/09/08,"7,866.35","7,898.76","7,824.65","7,851.31","4,233,877","113,693,448",-0.4197,0.5593,"580,907,722","20,397,930",-,-,-0.4206,100,100,"998,511",-,17.75,-,1.73,1.21
2010/09/09,"7,901.83","7,903.47","7,817.87","7,835.54","4,315,208","119,352,193",-0.2009,0.5508,"580,953,512","20,356,811",-,-,-0.2011,100,100,"1,005,315",-,17.71,-,1.73,1.21
2010/09/10,"7,900.56","7,911.66","7,859.33","7,890.11","4,196,331","120,983,052",0.6964,0.5185,"581,177,605","20,499,767",-,-,0.694,100,100,"1,022,570",-,17.84,-,1.74,1.21
2010/09/13,"7,961.98","8,091.30","7,946.98","8,091.30","5,184,462","147,233,265",2.5499,0.6682,"580,905,914","21,018,107",-,-,2.5179,100,100,"1,155,083",-,18.3,-,1.79,1.25
2010/09/14,"8,121.68","8,132.60","8,081.79","8,132.60","4,843,342","140,897,405",0.5104,0.6225,"580,747,594","21,119,642",-,-,0.5091,100,100,"1,101,578",-,18.39,-,1.8,1.25
2010/09/15,"8,152.63","8,163.82","8,113.97","8,163.82","4,877,055","146,177,860",0.3839,0.6289,"581,032,164","21,205,784",-,-,0.3832,100,100,"1,138,379",-,18.46,-,1.8,1.26
2010/09/16,"8,174.85","8,182.80","8,099.75","8,099.75","4,625,938","133,430,745",-0.7848,0.5926,"581,192,143","21,042,542",-,-,-0.7879,100,100,"1,086,275",-,18.32,-,1.79,1.25
2010/09/17,"8,150.94","8,197.82","8,134.30","8,158.33","5,187,801","151,052,925",0.7232,0.6872,"581,212,580","21,196,604",-,-,0.7206,100,100,"1,172,315",-,18.45,-,1.8,1.26
2010/09/20,"8,174.88","8,195.74","8,161.82","8,186.96","4,442,388","122,758,448",0.3509,0.5748,"581,213,234","21,265,968",-,-,0.3503,100,100,"998,341",-,18.52,-,1.81,1.26
2010/09/21,"8,249.60","8,251.42","8,177.40","8,196.40","4,677,484","130,570,090",0.1153,0.6094,"581,213,234","21,291,166",-,-,0.1152,100,100,"1,079,919",-,18.54,-,1.81,1.26
2010/09/23,"8,201.68","8,223.22","8,154.97","8,202.54","4,594,753","136,397,954",0.0749,0.6032,"581,229,222","21,309,255",-,-,0.0749,100,100,"1,074,326",-,18.56,-,1.81,1.26
2010/09/24,"8,182.16","8,190.96","8,129.21","8,166.62","4,180,039","122,113,014",-0.4379,0.5367,"581,229,485","21,216,510",-,-,-0.4389,100,100,"1,005,394",-,18.48,-,1.8,1.26
2010/09/27,"8,239.11","8,240.86","8,189.38","8,191.54","4,655,491","126,559,797",0.3051,0.6122,"581,244,514","21,283,130",-,-,0.3047,100,100,"1,054,299",-,18.54,-,1.81,1.26
2010/09/28,"8,201.81","8,211.42","8,173.26","8,189.44","3,651,180","100,014,066",-0.0256,0.4495,"580,768,996","21,272,215",-,-,-0.0256,100,100,"848,713",-,18.53,-,1.81,1.26
2010/09/29,"8,241.65","8,286.93","8,218.75","8,240.89","5,175,234","144,682,495",0.6282,0.6651,"580,777,496","21,409,101",-,-,0.6263,100,100,"1,181,612",-,18.65,-,1.82,1.27
2010/09/30,"8,259.24","8,267.55","8,204.84","8,237.78","4,519,282","126,087,120",-0.0377,0.5691,"581,053,624","21,410,343",-,-,-0.0377,100,100,"1,052,742",-,18.65,-,1.82,1.27
2010/10/01,"8,259.08","8,260.28","8,220.73","8,244.18","3,913,998","113,200,800",0.0777,0.4953,"581,180,508","21,432,419",-,-,0.0777,100,100,"948,160",-,15.77,-,1.89,1.18
2010/10/04,"8,261.16","8,300.04","8,240.67","8,246.10","5,044,271","139,018,195",0.0233,0.6539,"579,831,743","21,413,363",-,-,0.0233,100,100,"1,155,518",-,15.77,-,1.89,1.18
2010/10/05,"8,217.86","8,217.86","8,155.30","8,200.43","4,478,093","119,931,423",-0.5538,0.5686,"579,750,957","21,294,910",-,-,-0.5554,100,100,"985,059",-,15.69,-,1.88,1.17
2010/10/06,"8,296.23","8,301.39","8,267.61","8,284.03","5,686,877","149,232,157",1.0195,0.746,"579,751,331","21,512,982",-,-,1.0143,100,100,"1,241,707",-,15.85,-,1.9,1.18
2010/10/07,"8,304.91","8,310.80","8,270.31","8,283.92","5,237,482","132,694,150",-0.0013,0.6947,"579,751,333","21,511,556",-,-,-0.0013,100,100,"1,117,875",-,15.85,-,1.9,1.18
2010/10/08,"8,306.32","8,309.91","8,232.02","8,244.19","4,266,471","115,898,850",-0.4796,0.5179,"579,761,282","21,407,763",-,-,-0.4808,100,100,"974,856",-,15.77,-,1.89,1.18
2010/10/11,"8,277.78","8,277.78","8,165.20","8,176.76","3,758,625","96,731,348",-0.8179,0.4678,"579,661,710","21,231,460",-,-,-0.8213,100,100,"850,882",-,15.65,-,1.88,1.17
2010/10/12,"8,176.70","8,180.39","8,058.59","8,090.22","4,043,883","103,268,869",-1.0584,0.4994,"579,684,010","21,007,581",-,-,-1.064,100,100,"911,149",-,15.48,-,1.86,1.16
2010/10/13,"8,116.69","8,143.19","8,067.87","8,106.66","3,738,492","106,926,535",0.2032,0.4503,"579,686,157","21,049,863",-,-,0.203,100,100,"854,267",-,15.51,-,1.86,1.16
2010/10/14,"8,181.51","8,252.20","8,178.34","8,215.45","4,600,850","124,170,294",1.342,0.5953,"579,737,411","21,332,604",-,-,1.3331,100,100,"1,041,340",-,15.72,-,1.89,1.18
2010/10/15,"8,216.87","8,242.77","8,184.29","8,205.30","4,816,045","125,959,365",-0.1235,0.6262,"580,337,815","21,312,156",-,-,-0.1236,100,100,"1,093,132",-,15.71,-,1.89,1.17
2010/10/18,"8,209.39","8,209.39","8,057.12","8,060.54","4,410,613","114,212,264",-1.7642,0.5427,"580,356,767","20,935,579",-,-,-1.78,100,100,"973,855",-,15.43,-,1.85,1.15
2010/10/19,"8,044.90","8,074.68","8,018.31","8,046.23","3,226,897","89,956,285",-0.1775,0.3934,"580,624,940","20,902,564",-,-,-0.1777,100,100,"774,946",-,15.41,-,1.85,1.15
2010/10/20,"7,993.43","8,131.19","7,992.81","8,124.62","3,681,808","105,870,204",0.9742,0.4332,"580,624,946","21,105,769",-,-,0.9695,100,100,"873,530",-,15.55,-,1.87,1.16
2010/10/21,"8,135.57","8,171.49","8,109.79","8,131.23","4,274,619","122,784,979",0.0814,0.5229,"580,624,946","21,122,474",-,-,0.0813,100,100,"966,137",-,15.57,-,1.87,1.16
2010/10/22,"8,169.51","8,174.03","8,148.26","8,168.06","3,804,752","104,255,851",0.4529,0.4763,"580,624,946","21,218,784",-,-,0.4519,100,100,"880,635",-,15.64,-,1.88,1.17
2010/10/25,"8,204.01","8,307.59","8,199.49","8,306.98","4,613,797","127,873,870",1.7008,0.5734,"580,624,946","21,581,034",-,-,1.6865,100,100,"1,030,770",-,15.9,-,1.91,1.19
2010/10/26,"8,336.95","8,353.86","8,319.01","8,343.23","4,381,458","120,670,875",0.4364,0.5493,"580,624,946","21,674,583",-,-,0.4354,100,100,"983,260",-,15.97,-,1.92,1.19
2010/10/27,"8,369.75","8,372.52","8,285.73","8,291.04","4,148,640","110,989,226",-0.6255,0.5091,"580,628,452","21,538,696",-,-,-0.6275,100,100,"934,917",-,15.87,-,1.91,1.19
2010/10/28,"8,315.00","8,386.29","8,281.52","8,354.05","4,689,254","128,712,272",0.76,0.5879,"578,934,377","21,679,627",-,-,0.7571,100,100,"993,066",-,16.05,-,1.92,1.2
2010/10/29,"8,348.39","8,348.39","8,278.72","8,287.09","3,734,977","107,606,351",-0.8015,0.4543,"578,743,685","21,507,244",-,-,-0.8048,100,100,"822,113",-,15.91,-,1.91,1.19
2010/11/01,"8,343.52","8,407.91","8,343.52","8,379.75","4,365,137","127,498,531",1.1181,0.5435,"581,001,251","21,792,230",-,-,1.1119,100,100,"978,108",-,16.09,-,1.93,1.2
2010/11/02,"8,380.06","8,390.10","8,344.76","8,344.76","4,231,721","115,853,944",-0.4176,0.5215,"581,001,466","21,701,522",-,-,-0.4184,100,100,"971,108",-,16.02,-,1.92,1.2
2010/11/03,"8,394.53","8,398.30","8,273.47","8,293.90","4,845,837","128,128,320",-0.6095,0.6014,"581,061,466","21,569,078",-,-,-0.6113,100,100,"1,092,988",-,15.93,-,1.91,1.19
2010/11/04,"8,321.36","8,367.19","8,317.86","8,357.85","3,826,715","99,234,322",0.771,0.4696,"587,143,553","21,764,224",-,-,0.7681,100,100,"844,879",-,16.32,-,1.91,1.2
2010/11/05,"8,444.81","8,458.47","8,420.65","8,449.34","5,760,990","155,972,024",1.0947,0.7518,"587,143,955","22,000,801",-,-,1.0887,100,100,"1,223,832",-,16.5,-,1.93,1.21
2010/11/08,"8,473.66","8,473.66","8,416.20","8,430.58","5,053,649","134,633,659",-0.222,0.6454,"587,143,992","21,951,338",-,-,-0.2223,100,100,"1,126,783",-,16.46,-,1.93,1.21
2010/11/09,"8,430.70","8,457.41","8,421.13","8,445.63","3,787,656","98,933,709",0.1785,0.465,"587,271,624","21,980,133",-,-,0.1784,100,100,"899,584",-,16.51,-,1.93,1.21
2010/11/10,"8,457.09","8,471.57","8,425.24","8,450.63","4,466,541","116,379,069",0.0592,0.5538,"587,271,793","21,992,406",-,-,0.0592,100,100,"989,722",-,16.52,-,1.94,1.21
2010/11/11,"8,437.02","8,458.49","8,422.96","8,436.95","3,790,891","105,539,404",-0.1619,0.4541,"584,542,457","21,937,304",-,-,-0.162,100,100,"896,806",-,16.48,-,1.93,1.21
2010/11/12,"8,404.43","8,416.35","8,309.36","8,316.05","3,796,713","98,697,101",-1.433,0.455,"584,511,057","21,622,442",-,-,-1.4433,100,100,"874,426",-,16.25,-,1.91,1.19
2010/11/15,"8,287.83","8,301.35","8,226.71","8,240.65","3,422,020","88,105,942",-0.9067,0.4069,"584,906,540","21,447,656",-,-,-0.9108,100,100,"766,514",-,16.11,-,1.89,1.18
2010/11/16,"8,234.22","8,324.51","8,234.22","8,312.21","3,360,063","91,278,326",0.8684,0.4008,"584,891,221","21,632,438",-,-,0.8646,100,100,"730,539",-,16.26,-,1.91,1.2
2010/11/17,"8,249.95","8,284.51","8,228.24","8,255.54","3,188,886","84,812,982",-0.6818,0.3786,"584,891,221","21,485,098",-,-,-0.6841,100,100,"702,906",-,16.14,-,1.89,1.19
2010/11/18,"8,285.55","8,286.92","8,238.77","8,283.45","2,977,979","76,550,764",0.3381,0.3404,"585,288,813","21,563,152",-,-,0.3375,100,100,"655,618",-,16.2,-,1.9,1.19
2010/11/19,"8,344.66","8,372.16","8,283.27","8,306.12","3,540,496","98,918,686",0.2737,0.404,"585,348,813","21,627,366",-,-,0.2733,100,100,"808,601",-,16.24,-,1.91,1.19
2010/11/22,"8,343.32","8,391.25","8,334.42","8,374.91","3,146,892","89,621,805",0.8282,0.3615,"585,348,159","21,806,433",-,-,0.8248,100,100,"683,487",-,16.38,-,1.92,1.2
2010/11/23,"8,388.26","8,396.49","8,323.81","8,328.63","3,630,213","104,455,307",-0.5526,0.4222,"585,279,757","21,686,187",-,-,-0.5541,100,100,"802,506",-,16.29,-,1.91,1.2
2010/11/24,"8,277.33","8,337.19","8,277.33","8,297.05","3,382,828","94,706,810",-0.3792,0.3874,"585,279,757","21,603,362",-,-,-0.3799,100,100,"767,227",-,16.22,-,1.9,1.19
2010/11/25,"8,337.90","8,355.39","8,330.92","8,349.99","3,557,325","105,910,077",0.6381,0.4153,"585,302,400","21,742,651",-,-,0.636,100,100,"825,800",-,16.33,-,1.92,1.2
2010/11/26,"8,371.27","8,371.27","8,312.15","8,312.15","3,727,985","112,835,798",-0.4532,0.4403,"585,698,900","21,654,028",-,-,-0.4542,100,100,"874,354",-,16.26,-,1.91,1.2
2010/11/29,"8,399.77","8,401.42","8,331.51","8,367.17","3,833,585","110,401,336",0.6619,0.4596,"585,686,023","21,798,366",-,-,0.6597,100,100,"852,426",-,16.37,-,1.92,1.2
2010/11/30,"8,384.64","8,443.38","8,363.97","8,372.48","5,145,869","152,114,803",0.0635,0.646,"585,768,829","21,815,760",-,-,0.0634,100,100,"1,052,763",-,16.38,-,1.92,1.2
2010/12/01,"8,430.60","8,520.11","8,428.64","8,520.11","5,681,038","151,543,558",1.7633,0.7246,"587,578,342","22,383,479",-,-,1.7479,100,100,"1,204,258",-,15.56,-,1.86,1.17
2010/12/02,"8,598.01","8,641.13","8,572.65","8,585.77","6,374,432","172,272,338",0.7706,0.8128,"587,578,342","22,555,977",-,-,0.7677,100,100,"1,323,579",-,15.68,-,1.87,1.18
2010/12/03,"8,630.88","8,659.62","8,618.26","8,624.01","5,299,087","159,681,945",0.4454,0.6395,"587,579,115","22,655,778",-,-,0.4444,100,100,"1,159,281",-,15.74,-,1.88,1.18
2010/12/06,"8,675.45","8,718.53","8,675.45","8,702.23","5,114,279","143,003,107",0.907,0.626,"587,579,344","22,861,753",-,-,0.9029,100,100,"1,067,071",-,15.89,-,1.9,1.19
2010/12/07,"8,716.00","8,716.00","8,654.49","8,704.39","4,593,692","124,277,331",0.0248,0.5532,"587,579,344","22,867,516",-,-,0.0248,100,100,"993,808",-,15.9,-,1.9,1.19
2010/12/08,"8,727.88","8,729.70","8,683.98","8,703.79","4,573,212","125,119,118",-0.0069,0.5494,"587,581,332","22,865,232",-,-,-0.0069,100,100,"1,029,867",-,15.89,-,1.9,1.19
2010/12/09,"8,769.34","8,782.82","8,736.77","8,753.84","6,461,735","176,556,116",0.575,0.8274,"587,581,332","22,995,367",-,-,0.5734,100,100,"1,284,711",-,15.98,-,1.91,1.2
2010/12/10,"8,740.71","8,744.67","8,684.05","8,718.83","5,499,868","145,331,719",-0.3999,0.6675,"587,578,332","22,904,305",-,-,-0.4007,100,100,"1,188,222",-,15.92,-,1.9,1.2
2010/12/13,"8,748.64","8,764.51","8,736.54","8,736.59","4,740,983","128,262,646",0.2037,0.5618,"587,578,847","22,951,212",-,-,0.2035,100,100,"1,019,974",-,15.95,-,1.91,1.2
2010/12/14,"8,771.90","8,789.25","8,717.53","8,740.43","5,224,552","150,206,139",0.044,0.6296,"587,578,978","22,960,106",-,-,0.0439,100,100,"1,195,639",-,15.96,-,1.91,1.2
2010/12/15,"8,755.32","8,756.71","8,698.41","8,756.71","5,114,530","138,279,465",0.1863,0.6229,"587,579,563","23,002,792",-,-,0.1861,100,100,"1,145,154",-,15.99,-,1.91,1.2
2010/12/16,"8,770.74","8,797.98","8,767.44","8,782.20","5,158,525","126,916,827",0.2911,0.646,"587,578,117","23,069,710",-,-,0.2907,100,100,"1,057,789",-,16.03,-,1.92,1.21
2010/12/17,"8,828.05","8,860.38","8,817.51","8,817.90","5,848,125","152,397,820",0.4065,0.7299,"587,578,271","23,164,047",-,-,0.4057,100,100,"1,211,388",-,16.11,-,1.93,1.21
2010/12/20,"8,861.09","8,861.09","8,740.30","8,768.72","4,554,625","116,796,078",-0.5577,0.5515,"587,554,968","23,034,272",-,-,-0.5593,100,100,"928,417",-,16.02,-,1.91,1.2
2010/12/21,"8,802.86","8,827.79","8,772.59","8,827.79","4,045,030","102,847,729",0.6736,0.4827,"587,605,532","23,192,060",-,-,0.6714,100,100,"864,240",-,16.12,-,1.93,1.21
2010/12/22,"8,847.27","8,865.42","8,834.32","8,860.49","4,955,324","131,236,932",0.3704,0.5963,"587,349,220","23,266,864",-,-,0.3697,100,100,"1,079,440",-,16.18,-,1.93,1.22
2010/12/23,"8,891.41","8,914.34","8,874.87","8,898.87","5,518,750","135,120,696",0.4332,0.6902,"587,347,575","23,368,233",-,-,0.4322,100,100,"1,168,397",-,16.26,-,1.94,1.22
2010/12/24,"8,910.61","8,911.41","8,861.01","8,861.10","5,113,189","128,954,423",-0.4244,0.6408,"587,345,505","23,270,387",-,-,-0.4253,100,100,"1,074,209",-,16.19,-,1.93,1.22
2010/12/27,"8,866.67","8,908.42","8,828.67","8,892.31","4,908,099","114,987,318",0.3522,0.6008,"587,348,175","23,352,325",-,-,0.3516,100,100,"1,006,056",-,16.25,-,1.94,1.22
2010/12/28,"8,919.26","8,919.26","8,839.83","8,870.76","4,407,401","102,497,133",-0.2423,0.5475,"587,345,399","23,296,967",-,-,-0.2426,100,100,"912,933",-,16.21,-,1.94,1.22
2010/12/29,"8,878.10","8,893.14","8,844.67","8,866.35","6,494,050","146,143,420",-0.0497,0.8435,"587,490,264","23,291,275",-,-,-0.0497,100,100,"1,276,980",-,16.21,-,1.94,1.22
2010/12/30,"8,883.21","8,920.79","8,871.07","8,907.91","5,381,325","128,959,833",0.4687,0.6853,"587,817,055","23,417,961",-,-,0.4676,100,100,"1,085,443",-,16.29,-,1.95,1.22
2010/12/31,"8,936.11","8,990.38","8,932.64","8,972.50","6,480,653","153,476,184",0.7251,0.8346,"587,997,341","23,594,881",-,-,0.7225,100,100,"1,241,978",-,16.49,-,1.98,1.23
2011/01/03,"9,039.63","9,041.32","8,994.50","9,025.30","6,668,624","149,700,996",0.5885,0.8625,"592,621,165","23,860,036",-,-,0.5867,100,100,"1,295,206",-,16.58,-,1.99,1.24
2011/01/04,"9,045.11","9,046.18","8,988.58","8,997.19","7,000,414","162,515,303",-0.3115,0.8972,"592,621,230","23,784,249",-,-,-0.3119,100,100,"1,413,347",-,16.52,-,1.98,1.24
2011/01/05,"9,014.32","9,027.16","8,812.36","8,846.31","7,666,161","180,317,995",-1.677,0.9901,"592,651,230","23,385,371",-,-,-1.6912,100,100,"1,508,073",-,16.24,-,1.95,1.22
2011/01/06,"8,866.23","8,883.21","8,813.63","8,883.21","5,882,916","139,195,606",0.4171,0.7431,"592,651,230","23,483,227",-,-,0.4163,100,100,"1,153,001",-,16.31,-,1.95,1.22
2011/01/07,"8,905.25","8,907.11","8,738.93","8,782.72","6,301,315","159,552,215",-1.1312,0.7814,"582,954,511","22,516,505",-,-,-1.1377,100,100,"1,243,051",-,16.17,-,1.93,1.18
2011/01/10,"8,798.05","8,817.88","8,762.50","8,817.88","4,240,619","100,873,420",0.4003,0.5009,"583,044,511","22,610,854",-,-,0.3995,100,100,"865,974",-,16.25,-,1.94,1.19
2011/01/11,"8,810.77","8,935.27","8,794.77","8,931.36","5,152,771","132,107,007",1.2869,0.6216,"583,000,911","22,900,677",-,-,1.2787,100,100,"1,071,159",-,16.45,-,1.97,1.2
2011/01/12,"8,992.01","9,000.78","8,955.47","8,965.00","5,604,573","141,980,395",0.3767,0.6814,"582,964,416","22,985,202",-,-,0.3759,100,100,"1,117,608",-,16.51,-,1.97,1.21
2011/01/13,"9,034.17","9,034.17","8,948.23","8,975.58","5,632,000","146,703,512",0.118,0.6854,"582,964,725","23,011,747",-,-,0.1179,100,100,"1,120,762",-,16.53,-,1.98,1.21
2011/01/14,"8,985.34","8,998.14","8,937.50","8,972.51","4,141,531","104,656,961",-0.0342,0.4801,"582,964,725","23,003,794",-,-,-0.0342,100,100,"870,794",-,16.53,-,1.98,1.21
2011/01/17,"8,998.89","9,006.36","8,921.19","8,925.09","5,099,018","128,313,537",-0.5285,0.6238,"582,951,703","22,880,212",-,-,-0.5299,100,100,"1,064,173",-,16.44,-,1.96,1.2
2011/01/18,"8,889.84","9,003.45","8,887.03","8,988.00","5,269,035","130,336,890",0.7049,0.6471,"583,158,703","23,052,120",-,-,0.7024,100,100,"1,113,254",-,16.56,-,1.98,1.21
2011/01/19,"9,023.30","9,092.28","9,005.77","9,086.02","5,587,861","151,739,699",1.0906,0.6835,"583,224,084","23,308,228",-,-,1.0847,100,100,"1,199,167",-,16.75,-,2,1.22
2011/01/20,"9,059.80","9,063.52","9,017.80","9,022.17","4,516,673","120,461,893",-0.7027,0.5341,"583,224,084","23,143,528",-,-,-0.7052,100,100,"970,553",-,16.64,-,1.99,1.21
2011/01/21,"8,935.29","8,980.54","8,892.27","8,954.38","4,591,419","121,722,628",-0.7514,0.551,"583,224,417","22,969,436",-,-,-0.7542,100,100,"968,452",-,16.51,-,1.97,1.21
2011/01/24,"8,983.59","8,993.56","8,927.49","8,947.79","3,914,740","95,726,768",-0.0736,0.4493,"583,224,417","22,952,171",-,-,-0.0736,100,100,"807,358",-,16.5,-,1.97,1.2
2011/01/25,"9,001.74","9,032.30","8,991.39","8,991.39","4,347,751","115,654,756",0.4873,0.5112,"583,218,296","23,063,620",-,-,0.4861,100,100,"872,298",-,16.58,-,1.98,1.21
2011/01/26,"9,010.41","9,072.76","9,009.18","9,055.59","4,745,714","130,213,831",0.714,0.5533,"583,226,296","23,229,806",-,-,0.7115,100,100,"994,731",-,16.69,-,2,1.22
2011/01/27,"9,093.54","9,126.93","9,092.97","9,102.33","4,911,766","141,875,922",0.5161,0.5693,"583,874,226","23,353,189",-,-,0.5148,100,100,"1,023,837",-,16.78,-,2.01,1.23
2011/01/28,"9,122.16","9,154.93","9,095.71","9,145.35","4,901,183","147,431,667",0.4726,0.588,"584,106,465","23,472,826",-,-,0.4715,100,100,"1,032,052",-,16.87,-,2.02,1.23
2011/02/08,"9,220.69","9,220.69","9,085.41","9,111.46","5,329,466","163,643,620",-0.3706,0.6657,"585,492,440","23,547,531",-,-,-0.3713,100,100,"1,158,175",-,16.81,-,2.01,1.23
2011/02/09,"9,107.96","9,129.88","8,992.64","9,006.82","5,111,081","147,266,298",-1.1484,0.607,"585,492,440","23,277,841",-,-,-1.1551,100,100,"1,114,966",-,16.62,-,1.99,1.21
2011/02/10,"8,962.07","8,979.35","8,836.56","8,836.56","5,253,941","147,292,624",-1.8903,0.6323,"585,487,445","22,837,546",-,-,-1.9084,100,100,"1,121,163",-,16.3,-,1.95,1.19
2011/02/11,"8,842.41","8,842.41","8,574.65","8,609.86","6,427,352","173,760,314",-2.5655,0.7841,"585,488,064","22,249,982",-,-,-2.599,100,100,"1,389,033",-,15.87,-,1.9,1.16
2011/02/14,"8,666.61","8,715.97","8,626.66","8,685.47","4,426,847","121,686,793",0.8782,0.527,"585,488,064","22,446,020",-,-,0.8743,100,100,"998,656",-,16,-,1.91,1.17
2011/02/15,"8,679.12","8,753.05","8,565.05","8,721.93","4,732,315","133,939,699",0.4198,0.5486,"585,498,062","22,539,355",-,-,0.4189,100,100,"1,086,764",-,16.07,-,1.92,1.17
2011/02/16,"8,740.32","8,767.09","8,702.81","8,712.96","4,453,966","124,583,508",-0.1028,0.51,"585,498,062","22,516,773",-,-,-0.1029,100,100,"1,010,210",-,16.05,-,1.92,1.17
2011/02/17,"8,738.71","8,745.65","8,669.77","8,683.88","4,584,619","122,865,470",-0.3338,0.5326,"585,498,062","22,441,365",-,-,-0.3343,100,100,"1,051,419",-,16.02,-,1.91,1.17
2011/02/18,"8,763.69","8,874.50","8,763.69","8,843.84","4,949,054","129,716,889",1.842,0.5707,"585,498,062","22,855,234",-,-,1.8253,100,100,"1,032,103",-,16.31,-,1.95,1.19
2011/02/21,"8,867.16","8,867.16","8,797.25","8,839.22","4,238,360","118,753,478",-0.0522,0.4691,"585,483,168","22,842,258",-,-,-0.0523,100,100,"963,630",-,16.3,-,1.95,1.19
2011/02/22,"8,744.81","8,744.81","8,613.34","8,673.67","5,465,912","151,831,416",-1.8729,0.6374,"585,479,348","22,413,678",-,-,-1.8907,100,100,"1,243,070",-,16,-,1.91,1.17
2011/02/23,"8,604.32","8,673.20","8,521.25","8,528.94","4,938,131","135,786,805",-1.6686,0.5722,"585,479,348","22,039,236",-,-,-1.6827,100,100,"1,082,651",-,15.73,-,1.88,1.15
2011/02/24,"8,561.16","8,633.24","8,541.64","8,541.64","4,113,972","119,071,204",0.1489,0.4736,"585,479,626","22,072,527",-,-,0.1488,100,100,"951,154",-,15.74,-,1.88,1.15
2011/02/25,"8,597.87","8,635.04","8,470.09","8,599.65","5,494,485","170,943,038",0.6791,0.6253,"585,555,209","22,226,758",-,-,0.6768,100,100,"1,187,581",-,15.84,-,1.89,1.16
2011/03/01,"8,611.79","8,734.24","8,611.79","8,727.56","4,328,209","128,520,041",1.4874,0.4822,"593,437,833","23,258,879",-,-,1.4764,100,100,"979,005",-,16.02,-,1.92,1.2
2011/03/02,"8,675.37","8,709.57","8,619.90","8,619.90","4,171,061","119,391,332",-1.2336,0.4577,"593,431,605","22,972,142",-,-,-1.2412,100,100,"958,952",-,15.82,-,1.89,1.18
2011/03/03,"8,661.63","8,758.89","8,661.63","8,738.37","4,732,888","131,775,379",1.3744,0.5287,"593,248,715","23,287,366",-,-,1.365,100,100,"1,035,818",-,16.04,-,1.92,1.2
2011/03/04,"8,815.52","8,829.23","8,771.89","8,784.40","4,787,283","139,895,228",0.5268,0.534,"593,248,715","23,409,606",-,-,0.5254,100,100,"1,060,914",-,16.13,-,1.93,1.21
2011/03/07,"8,769.87","8,769.87","8,706.38","8,713.79","3,691,505","99,797,831",-0.8038,0.3909,"593,262,330","23,222,430",-,-,-0.8071,100,100,"818,490",-,16,-,1.91,1.2
2011/03/08,"8,692.10","8,768.31","8,692.10","8,747.75","3,971,494","112,375,999",0.3897,0.4272,"593,262,435","23,312,492",-,-,0.389,100,100,"894,564",-,16.07,-,1.92,1.2
2011/03/09,"8,810.35","8,824.41","8,730.74","8,750.02","4,411,628","120,628,572",0.0259,0.4798,"593,282,435","23,320,593",-,-,0.0259,100,100,"952,511",-,16.08,-,1.92,1.2
2011/03/10,"8,754.41","8,754.41","8,635.75","8,642.90","4,426,047","118,486,635",-1.2242,0.4738,"593,282,447","23,034,865",-,-,-1.2318,100,100,"944,248",-,15.88,-,1.9,1.19
2011/03/11,"8,566.91","8,593.71","8,513.51","8,567.82","4,024,242","112,577,812",-0.8687,0.4185,"593,282,447","22,834,454",-,-,-0.8725,100,100,"859,295",-,15.74,-,1.88,1.18
2011/03/14,"8,616.29","8,616.29","8,395.11","8,520.02","5,092,537","129,857,774",-0.5579,0.5636,"593,253,953","22,703,820",-,-,-0.5595,100,100,"1,061,832",-,15.65,-,1.87,1.17
2011/03/15,"8,493.83","8,519.90","8,070.52","8,234.78","7,200,363","188,959,429",-3.3479,0.8294,"593,295,421","21,944,624",-,-,-3.4052,100,100,"1,450,027",-,15.14,-,1.81,1.13
2011/03/16,"8,317.38","8,372.02","8,257.08","8,324.58","5,048,667","144,005,540",1.0905,0.5563,"593,295,590","22,184,298",-,-,1.0846,100,100,"1,124,215",-,15.3,-,1.83,1.14
2011/03/17,"8,190.50","8,282.69","8,150.73","8,282.69","4,710,714","134,739,530",-0.5032,0.5239,"592,935,805","22,072,271",-,-,-0.5045,100,100,"1,045,902",-,15.21,-,1.82,1.14
2011/03/18,"8,343.79","8,399.17","8,312.88","8,394.75","4,629,019","128,337,791",1.3529,0.5264,"592,934,978","22,371,024",-,-,1.3439,100,100,"1,045,558",-,15.41,-,1.85,1.15
