年月日,開盤價,最高價,最低價,收盤價,成交量,成交值,報酬率,週轉率,流通在外股數,市值,最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重,成交值比重,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,股價營收比-TEJ
2006/01/02,"6,457.61","6,492.92","6,424.03","6,462.06","4,697,272","116,362,497",-1.3176,0.7199,"533,598,327","15,402,254",-,-,-1.3263,100,100,"831,039",-,17.79,-,1.73,1.36
2006/01/03,"6,476.20","6,591.77","6,457.09","6,591.77","5,214,136","154,358,024",2.0073,0.809,"533,598,327","15,711,641",-,-,1.9874,100,100,"993,767",-,18.14,-,1.77,1.39
2006/01/04,"6,658.32","6,670.96","6,579.66","6,616.44","5,910,064","181,449,337",0.3743,0.9386,"533,598,579","15,770,470",-,-,0.3736,100,100,"1,110,682",-,18.21,-,1.77,1.39
2006/01/05,"6,669.80","6,717.12","6,666.84","6,709.87","5,851,695","166,803,758",1.4121,0.9245,"533,603,912","15,994,661",-,-,1.4022,100,100,"1,088,084",-,18.47,-,1.8,1.41
2006/01/06,"6,757.41","6,761.01","6,676.65","6,694.82","5,904,757","170,640,093",-0.2243,0.9171,"533,604,390","15,958,276",-,-,-0.2245,100,100,"1,097,763",-,18.42,-,1.8,1.41
2006/01/09,"6,752.09","6,763.86","6,708.59","6,742.39","5,368,690","139,866,557",0.7105,0.8219,"533,594,390","16,070,624",-,-,0.708,100,100,"946,621",-,18.55,-,1.81,1.42
2006/01/10,"6,751.56","6,751.56","6,678.84","6,707.40","4,473,047","115,249,825",-0.519,0.6877,"533,599,655","15,987,267",-,-,-0.5203,100,100,"825,103",-,18.45,-,1.8,1.41
2006/01/11,"6,702.47","6,741.92","6,650.61","6,735.89","5,237,215","135,428,229",0.4248,0.7975,"533,599,655","16,054,400",-,-,0.4239,100,100,"921,866",-,18.53,-,1.81,1.41
2006/01/12,"6,782.15","6,797.20","6,725.57","6,725.61","6,004,447","144,764,942",-0.1526,0.8898,"533,600,201","16,029,315",-,-,-0.1527,100,100,"1,010,264",-,18.5,-,1.8,1.41
2006/01/13,"6,729.58","6,729.58","6,669.64","6,682.35","3,806,146","97,705,425",-0.6432,0.5664,"533,600,201","15,926,491",-,-,-0.6453,100,100,"709,427",-,18.38,-,1.79,1.4
2006/01/16,"6,680.88","6,733.52","6,664.80","6,724.18","3,088,712","89,125,147",0.626,0.4463,"533,616,674","16,029,037",-,-,0.624,100,100,"615,907",-,18.5,-,1.8,1.41
2006/01/17,"6,752.24","6,775.73","6,711.04","6,711.04","3,908,191","119,008,643",-0.1954,0.5736,"533,610,056","15,997,645",-,-,-0.1956,100,100,"761,069",-,18.46,-,1.8,1.41
2006/01/18,"6,620.77","6,629.44","6,467.73","6,498.92","4,604,046","133,678,055",-3.1608,0.7035,"533,610,056","15,491,897",-,-,-3.2118,100,100,"861,829",-,17.87,-,1.74,1.36
2006/01/19,"6,514.71","6,545.89","6,442.78","6,512.29","3,911,936","116,796,672",0.2057,0.5965,"533,891,259","15,527,951",-,-,0.2055,100,100,"756,199",-,17.91,-,1.75,1.37
2006/01/20,"6,571.64","6,571.64","6,475.30","6,486.63","2,935,205","81,834,536",-0.394,0.4367,"533,991,980","15,467,530",-,-,-0.3948,100,100,"561,042",-,17.84,-,1.74,1.36
2006/01/23,"6,385.88","6,417.72","6,373.63","6,381.97","2,777,545","74,734,515",-1.6135,0.4131,"533,991,980","15,216,298",-,-,-1.6266,100,100,"527,611",-,17.55,-,1.71,1.34
2006/01/24,"6,418.58","6,478.50","6,418.58","6,451.94","2,638,290","74,790,232",1.0964,0.3849,"533,994,466","15,384,897",-,-,1.0904,100,100,"525,995",-,17.74,-,1.73,1.35
2006/01/25,"6,500.63","6,536.89","6,477.34","6,532.18","2,775,059","79,611,429",1.2437,0.4095,"534,477,518","15,595,808",-,-,1.236,100,100,"556,739",-,17.98,-,1.75,1.37
2006/02/03,"6,592.19","6,626.43","6,547.17","6,594.60","3,601,717","108,886,215",0.9556,0.5615,"534,962,453","15,777,042",-,-,0.951,100,100,"650,754",-,18.13,-,1.77,1.38
2006/02/06,"6,568.35","6,719.96","6,530.80","6,719.96","3,930,167","103,247,088",1.9009,0.6138,"534,962,453","16,076,080",-,-,1.8831,100,100,"718,816",-,18.48,-,1.8,1.41
2006/02/07,"6,692.42","6,747.43","6,681.53","6,720.08","4,268,640","117,560,967",0.0018,0.6719,"534,952,453","16,075,733",-,-,0.0018,100,100,"797,491",-,18.48,-,1.81,1.41
2006/02/08,"6,712.87","6,715.18","6,623.23","6,624.11","3,101,965","84,641,014",-1.4281,0.4771,"534,959,364","15,846,460",-,-,-1.4384,100,100,"610,258",-,18.22,-,1.78,1.39
2006/02/09,"6,696.65","6,700.86","6,620.32","6,630.13","3,576,195","106,414,313",0.0909,0.5551,"534,794,720","15,862,166",-,-,0.0908,100,100,"693,266",-,18.23,-,1.78,1.39
2006/02/10,"6,652.33","6,652.33","6,574.01","6,594.92","3,472,885","101,799,832",-0.5311,0.5457,"534,794,728","15,776,941",-,-,-0.5325,100,100,"644,427",-,18.13,-,1.77,1.38
2006/02/13,"6,591.99","6,623.55","6,557.76","6,562.29","2,988,050","82,184,422",-0.4948,0.4601,"534,789,634","15,698,824",-,-,-0.496,100,100,"551,867",-,18.05,-,1.76,1.38
2006/02/14,"6,553.28","6,613.86","6,540.71","6,612.97","2,814,676","85,630,295",0.7723,0.4265,"534,789,634","15,821,289",-,-,0.7693,100,100,"569,514",-,18.19,-,1.78,1.39
2006/02/15,"6,628.98","6,659.52","6,592.94","6,598.49","3,151,732","105,064,347",-0.219,0.4804,"534,790,044","15,786,871",-,-,-0.2192,100,100,"679,021",-,18.15,-,1.77,1.38
2006/02/16,"6,661.30","6,701.74","6,647.03","6,683.93","3,444,106","104,756,447",1.2948,0.5345,"534,538,256","15,986,707",-,-,1.2865,100,100,"676,741",-,18.38,-,1.8,1.4
2006/02/17,"6,723.66","6,726.73","6,665.63","6,673.75","3,282,007","94,765,403",-0.1523,0.5103,"533,825,432","15,952,087",-,-,-0.1524,100,100,"658,807",-,18.27,-,1.79,1.4
2006/02/20,"6,652.55","6,697.31","6,631.81","6,686.55","2,779,192","73,918,559",0.1918,0.4308,"533,829,663","15,981,938",-,-,0.1916,100,100,"550,886",-,18.31,-,1.8,1.4
2006/02/21,"6,708.21","6,717.53","6,631.51","6,631.51","2,730,164","76,065,382",-0.8231,0.4199,"534,081,146","15,850,387",-,-,-0.8266,100,100,"534,387",-,18.15,-,1.78,1.39
2006/02/22,"6,634.83","6,650.71","6,503.70","6,530.70","3,294,358","96,525,835",-1.5202,0.5147,"534,078,298","15,608,463",-,-,-1.5318,100,100,"642,509",-,17.88,-,1.76,1.37
2006/02/23,"6,523.85","6,528.50","6,466.21","6,474.69","3,005,238","87,825,753",-0.8576,0.4717,"534,078,298","15,473,380",-,-,-0.8613,100,100,"587,034",-,17.72,-,1.74,1.36
2006/02/24,"6,474.05","6,538.22","6,473.80","6,538.22","2,792,814","82,251,573",0.9812,0.4466,"533,698,218","15,619,187",-,-,0.9764,100,100,"549,061",-,17.89,-,1.76,1.37
2006/02/27,"6,496.55","6,567.91","6,481.99","6,561.63","2,669,270","79,694,446",0.358,0.4237,"534,198,653","15,687,117",-,-,0.3574,100,100,"534,581",-,17.97,-,1.77,1.38
2006/03/01,"6,518.00","6,636.92","6,518.00","6,613.39","3,085,097","107,144,638",0.7888,0.4888,"535,738,108","15,822,827",-,-,0.7857,100,100,"653,281",-,18.2,-,1.78,1.39
2006/03/02,"6,678.46","6,685.45","6,637.90","6,642.96","3,096,023","105,475,214",0.4471,0.4923,"535,738,108","15,894,218",-,-,0.4461,100,100,"639,416",-,18.29,-,1.79,1.4
2006/03/03,"6,643.79","6,659.44","6,543.43","6,553.66","3,028,547","100,293,241",-1.3443,0.4818,"535,738,108","15,680,044",-,-,-1.3534,100,100,"635,584",-,18.04,-,1.76,1.38
2006/03/06,"6,547.73","6,582.21","6,531.50","6,575.78","2,289,559","84,677,205",0.3375,0.3545,"535,738,108","15,733,178",-,-,0.337,100,100,"497,342",-,18.1,-,1.77,1.38
2006/03/07,"6,553.97","6,557.15","6,494.15","6,494.15","2,514,583","83,750,558",-1.2414,0.3996,"535,748,760","15,539,164",-,-,-1.2491,100,100,"519,701",-,17.88,-,1.75,1.37
2006/03/08,"6,487.07","6,521.27","6,436.14","6,459.57","2,681,291","90,898,571",-0.5325,0.4291,"535,748,760","15,456,541",-,-,-0.5339,100,100,"557,168",-,17.78,-,1.74,1.36
2006/03/09,"6,476.96","6,505.56","6,465.23","6,486.47","2,176,550","67,214,793",0.4164,0.3386,"535,725,035","15,520,361",-,-,0.4156,100,100,"478,685",-,17.86,-,1.75,1.36
2006/03/10,"6,492.04","6,528.56","6,473.18","6,490.68","2,339,071","84,228,849",0.0649,0.3688,"535,725,035","15,530,512",-,-,0.0649,100,100,"524,596",-,17.88,-,1.75,1.37
2006/03/13,"6,520.36","6,551.13","6,502.51","6,544.63","2,393,039","83,791,552",0.8312,0.3729,"535,725,035","15,660,267",-,-,0.8278,100,100,"537,630",-,18.03,-,1.76,1.38
2006/03/14,"6,532.25","6,545.12","6,444.14","6,460.01","2,663,918","87,681,012",-1.293,0.4233,"535,718,435","15,457,647",-,-,-1.3014,100,100,"582,190",-,17.8,-,1.74,1.36
2006/03/15,"6,516.14","6,534.61","6,478.71","6,518.70","2,755,965","96,574,956",0.9085,0.4371,"535,373,115","15,588,922",-,-,0.9044,100,100,"604,219",-,17.95,-,1.76,1.37
2006/03/16,"6,528.14","6,594.18","6,504.98","6,504.98","3,415,296","130,478,623",-0.2105,0.5473,"535,371,965","15,556,515",-,-,-0.2107,100,100,"768,541",-,17.91,-,1.75,1.37
2006/03/17,"6,507.55","6,530.43","6,471.71","6,528.57","2,710,641","91,238,321",0.3626,0.429,"535,301,298","15,612,756",-,-,0.362,100,100,"602,426",-,17.98,-,1.76,1.37
2006/03/20,"6,554.18","6,569.53","6,510.58","6,516.52","2,737,960","99,017,983",-0.1846,0.4298,"535,302,217","15,583,743",-,-,-0.1847,100,100,"629,690",-,17.95,-,1.75,1.37
2006/03/21,"6,525.30","6,536.01","6,458.03","6,458.03","2,437,965","90,567,934",-0.8976,0.3799,"535,302,217","15,443,388",-,-,-0.9016,100,100,"573,616",-,17.78,-,1.74,1.36
2006/03/22,"6,419.46","6,441.27","6,387.36","6,391.26","2,434,069","81,223,610",-1.0339,0.3836,"535,857,773","15,293,223",-,-,-1.0393,100,100,"539,056",-,17.61,-,1.72,1.35
2006/03/23,"6,412.66","6,418.48","6,344.73","6,364.60","2,376,518","85,679,794",-0.4171,0.3727,"535,874,930","15,229,559",-,-,-0.418,100,100,"544,060",-,17.55,-,1.72,1.34
2006/03/24,"6,366.96","6,401.62","6,351.89","6,376.62","2,281,254","77,382,797",0.1889,0.3594,"535,858,306","15,257,856",-,-,0.1887,100,100,"511,649",-,17.49,-,1.72,1.34
2006/03/27,"6,408.20","6,430.23","6,399.08","6,421.85","2,117,775","65,299,856",0.7093,0.3315,"535,662,086","15,361,605",-,-,0.7068,100,100,"461,542",-,17.61,-,1.73,1.35
2006/03/28,"6,433.23","6,469.67","6,424.94","6,453.85","2,089,763","70,462,372",0.4983,0.3338,"535,644,977","15,438,274",-,-,0.4971,100,100,"479,569",-,17.79,-,1.74,1.36
2006/03/29,"6,447.70","6,498.03","6,444.40","6,498.03","2,420,386","81,638,157",0.6846,0.3864,"535,587,878","15,543,917",-,-,0.6822,100,100,"551,488",-,17.92,-,1.75,1.37
2006/03/30,"6,540.81","6,559.21","6,504.75","6,546.06","3,353,953","107,731,531",0.7391,0.5539,"535,572,326","15,658,425",-,-,0.7364,100,100,"660,533",-,18.04,-,1.76,1.38
2006/03/31,"6,564.86","6,632.63","6,564.86","6,613.97","3,204,345","110,983,402",1.0374,0.5255,"535,851,733","15,830,243",-,-,1.0321,100,100,"689,477",-,18.24,-,1.78,1.39
2006/04/03,"6,627.32","6,672.11","6,615.98","6,660.76","3,275,646","100,779,272",0.7074,0.5279,"536,201,284","15,955,215",-,-,0.705,100,100,"683,190",-,18.39,-,1.8,1.4
2006/04/04,"6,679.82","6,684.10","6,651.96","6,665.60","3,083,142","101,263,657",0.0727,0.4974,"536,201,284","15,967,105",-,-,0.0726,100,100,"647,076",-,18.4,-,1.8,1.4
2006/04/06,"6,724.97","6,760.82","6,710.68","6,760.82","3,467,033","115,805,187",1.4285,0.5639,"536,201,284","16,195,047",-,-,1.4184,100,100,"713,854",-,18.67,-,1.82,1.42
2006/04/07,"6,758.82","6,802.94","6,722.39","6,781.94","3,438,064","122,225,894",0.3124,0.558,"536,201,284","16,245,948",-,-,0.3119,100,100,"729,480",-,18.73,-,1.83,1.43
2006/04/10,"6,759.38","6,815.73","6,758.07","6,780.64","3,173,306","92,689,914",-0.0192,0.4999,"536,306,821","16,244,721",-,-,-0.0192,100,100,"641,202",-,18.63,-,1.83,1.43
2006/04/11,"6,772.96","6,775.65","6,723.23","6,757.17","3,137,051","86,682,188",-0.3461,0.5003,"536,355,951","16,193,769",-,-,-0.3467,100,100,"625,895",-,18.67,-,1.82,1.43
2006/04/12,"6,710.62","6,813.66","6,709.83","6,808.50","3,891,090","110,034,032",0.7596,0.6238,"536,322,981","16,317,462",-,-,0.7568,100,100,"785,385",-,18.81,-,1.84,1.44
2006/04/13,"6,850.19","6,868.74","6,828.95","6,855.74","4,529,750","131,373,667",0.6938,0.722,"536,554,205","16,435,857",-,-,0.6914,100,100,"882,350",-,18.95,-,1.85,1.45
2006/04/14,"6,888.18","6,952.54","6,876.47","6,952.54","4,452,889","119,775,044",1.412,0.7199,"536,564,251","16,669,749",-,-,1.4021,100,100,"888,959",-,19.21,-,1.88,1.47
2006/04/17,"6,982.47","7,015.91","6,950.58","7,000.09","4,915,510","127,024,752",0.6839,0.8018,"536,576,375","16,783,397",-,-,0.6816,100,100,"942,750",-,19.35,-,1.89,1.48
2006/04/18,"7,007.45","7,007.45","6,918.46","6,989.46","3,966,008","110,667,493",-0.1519,0.6448,"536,576,375","16,758,104",-,-,-0.152,100,100,"826,193",-,19.32,-,1.89,1.48
2006/04/19,"7,073.32","7,093.43","7,038.78","7,038.78","4,811,062","144,305,362",0.7056,0.792,"534,576,375","16,859,564",-,-,0.7032,100,100,"961,990",-,19.43,-,1.9,1.49
2006/04/20,"7,061.38","7,107.68","7,030.89","7,102.74","4,383,687","138,065,196",0.9087,0.7092,"534,576,464","17,013,450",-,-,0.9046,100,100,"915,108",-,19.61,-,1.92,1.5
2006/04/21,"7,130.68","7,160.74","7,092.93","7,093.05","5,344,560","168,580,963",-0.1364,0.8612,"534,659,340","16,993,847",-,-,-0.1365,100,100,"1,080,448",-,19.58,-,1.92,1.5
2006/04/24,"7,066.19","7,141.29","7,057.19","7,096.04","4,007,538","119,500,257",0.0422,0.6425,"534,698,601","17,002,325",-,-,0.0421,100,100,"811,614",-,19.59,-,1.92,1.5
2006/04/25,"7,125.90","7,166.47","7,052.90","7,059.94","4,745,654","135,446,193",-0.5087,0.7734,"534,698,468","16,915,323",-,-,-0.51,100,100,"952,839",-,19.49,-,1.91,1.49
2006/04/26,"7,080.62","7,173.56","7,047.96","7,168.98","4,399,543","124,951,757",1.5445,0.7186,"534,611,290","17,177,161",-,-,1.5327,100,100,"858,063",-,19.78,-,1.94,1.51
2006/04/27,"7,203.75","7,229.35","7,136.21","7,136.21","6,378,148","171,440,707",-0.4571,1.0703,"529,620,280","17,074,658",-,-,-0.4582,100,100,"1,123,812",-,19.5,-,1.93,1.51
2006/04/28,"7,172.31","7,184.37","7,103.87","7,171.77","4,643,165","133,647,554",0.4983,0.7735,"529,619,803","17,160,979",-,-,0.4971,100,100,"888,577",-,19.6,-,1.94,1.51
2006/05/02,"7,174.93","7,217.37","7,141.91","7,199.60","4,990,836","143,100,097",0.388,0.8428,"533,603,400","17,357,600",-,-,0.3873,100,100,"936,414",-,19.78,-,1.96,1.52
2006/05/03,"7,242.04","7,265.17","7,233.84","7,242.37","5,367,946","155,396,547",0.5941,0.9101,"533,603,400","17,461,171",-,-,0.5923,100,100,"1,024,304",-,19.89,-,1.97,1.53
2006/05/04,"7,280.82","7,351.87","7,278.49","7,345.04","6,070,985","175,896,114",1.4176,1.0274,"533,603,400","17,709,317",-,-,1.4077,100,100,"1,130,954",-,20.18,-,2,1.55
2006/05/05,"7,409.65","7,455.83","7,355.42","7,370.44","7,030,887","191,309,775",0.3458,1.1947,"531,305,771","17,769,031",-,-,0.3452,100,100,"1,269,268",-,20.16,-,2.01,1.57
2006/05/08,"7,438.41","7,474.05","7,401.99","7,474.05","5,704,040","157,628,204",1.4058,0.9662,"531,305,771","18,017,826",-,-,1.396,100,100,"1,037,062",-,20.44,-,2.04,1.59
2006/05/09,"7,470.01","7,476.07","7,364.19","7,388.94","6,270,964","161,934,251",-1.1387,1.0704,"531,305,771","17,812,124",-,-,-1.1453,100,100,"1,112,642",-,20.21,-,2.01,1.57
2006/05/10,"7,398.27","7,426.37","7,272.39","7,324.71","6,653,769","176,956,074",-0.8693,1.1389,"531,305,771","17,657,168",-,-,-0.8731,100,100,"1,193,636",-,20.03,-,1.99,1.56
2006/05/11,"7,271.75","7,361.45","7,254.97","7,361.45","4,934,342","138,288,181",0.5016,0.8383,"531,547,983","17,756,977",-,-,0.5003,100,100,"931,414",-,20.13,-,2,1.56
2006/05/12,"7,269.92","7,326.48","7,267.79","7,278.96","4,708,357","128,419,651",-1.1206,0.8097,"531,547,983","17,558,221",-,-,-1.1269,100,100,"893,311",-,19.91,-,1.98,1.54
2006/05/15,"7,225.80","7,240.92","7,167.03","7,176.35","4,694,298","124,918,617",-1.4097,0.8114,"531,946,583","17,325,060",-,-,-1.4197,100,100,"880,233",-,19.62,-,1.95,1.52
2006/05/16,"7,202.35","7,202.90","7,069.90","7,069.90","4,768,854","127,377,363",-1.4833,0.8216,"531,946,583","17,069,059",-,-,-1.4945,100,100,"906,197",-,19.33,-,1.92,1.5
2006/05/17,"7,116.75","7,144.28","7,057.99","7,116.83","3,904,274","110,565,801",0.6638,0.6641,"531,946,583","17,182,222",-,-,0.6616,100,100,"783,661",-,19.45,-,1.94,1.51
2006/05/18,"6,989.48","7,045.87","6,987.65","7,034.03","3,903,565","114,541,959",-1.1634,0.6646,"531,946,583","16,981,957",-,-,-1.1703,100,100,"792,779",-,19.23,-,1.91,1.49
2006/05/19,"7,040.42","7,097.27","7,010.69","7,074.15","3,386,308","106,882,293",0.5704,0.57,"531,946,583","17,078,571",-,-,0.5687,100,100,"736,358",-,19.34,-,1.93,1.5
2006/05/22,"7,111.42","7,112.42","6,938.26","6,938.26","3,932,613","122,540,804",-1.9209,0.6598,"530,946,583","16,731,314",-,-,-1.9396,100,100,"848,001",-,18.96,-,1.89,1.47
2006/05/23,"6,874.09","6,909.58","6,833.98","6,843.98","3,433,627","104,738,417",-1.3588,0.5722,"530,547,788","16,501,411",-,-,-1.3682,100,100,"726,514",-,18.69,-,1.86,1.45
2006/05/24,"6,904.28","6,932.28","6,791.11","6,877.01","3,806,363","129,774,839",0.4826,0.6418,"530,547,788","16,580,698",-,-,0.4815,100,100,"819,055",-,18.79,-,1.87,1.46
2006/05/25,"6,892.27","6,914.45","6,842.92","6,861.65","3,572,582","108,086,124",-0.2234,0.6154,"530,547,788","16,543,147",-,-,-0.2236,100,100,"725,259",-,18.75,-,1.87,1.45
2006/05/26,"6,951.76","6,976.33","6,856.55","6,879.51","4,346,268","127,183,088",0.2603,0.7566,"530,549,016","16,585,567",-,-,0.2599,100,100,"865,974",-,18.8,-,1.87,1.46
2006/05/29,"6,913.10","6,919.96","6,864.76","6,878.88","2,659,527","83,361,319",-0.0092,0.456,"530,549,073","16,584,189",-,-,-0.0092,100,100,"563,573",-,18.79,-,1.87,1.46
2006/05/30,"6,910.30","6,912.95","6,829.40","6,846.95","3,405,848","107,114,342",-0.4642,0.5826,"530,587,198","16,510,016",-,-,-0.4653,100,100,"689,569",-,18.7,-,1.86,1.45
2006/06/01,"6,874.66","6,922.34","6,868.42","6,872.84","2,724,779","92,026,353",0.3781,0.4598,"531,521,062","16,771,127",-,-,0.3774,100,100,"595,194",-,18.68,-,1.69,1.35
2006/06/02,"6,951.42","6,967.09","6,885.39","6,959.64","2,907,290","95,600,798",1.2629,0.4921,"531,521,062","16,982,372",-,-,1.255,100,100,"631,968",-,18.92,-,1.71,1.37
2006/06/05,"6,956.77","6,967.38","6,700.47","6,715.27","3,382,342","100,768,580",-3.5112,0.5749,"531,521,062","16,386,047",-,-,-3.5744,100,100,"720,417",-,18.26,-,1.66,1.32
2006/06/06,"6,684.58","6,738.78","6,621.17","6,730.27","3,045,440","94,683,967",0.2234,0.5178,"531,521,062","16,422,488",-,-,0.2231,100,100,"664,931",-,18.3,-,1.66,1.32
2006/06/07,"6,691.50","6,699.54","6,612.74","6,612.74","2,527,799","82,762,154",-1.7463,0.4337,"531,521,062","16,135,079",-,-,-1.7617,100,100,"564,723",-,17.98,-,1.63,1.3
2006/06/08,"6,562.10","6,564.10","6,331.81","6,331.81","3,919,614","119,723,468",-4.2483,0.6706,"531,789,594","15,452,515",-,-,-4.3412,100,100,"764,361",-,17.23,-,1.56,1.24
2006/06/09,"6,389.98","6,451.17","6,268.92","6,444.63","3,546,377","119,030,470",1.7818,0.6109,"531,789,594","15,728,573",-,-,1.7661,100,100,"771,983",-,17.55,-,1.59,1.27
2006/06/12,"6,384.32","6,443.21","6,339.24","6,442.90","2,245,253","75,097,332",-0.0268,0.3854,"531,840,170","15,725,075",-,-,-0.0268,100,100,"528,527",-,17.54,-,1.59,1.27
2006/06/13,"6,349.09","6,401.55","6,328.38","6,337.21","2,472,451","78,037,996",-1.6404,0.43,"531,824,098","15,467,265",-,-,-1.654,100,100,"556,890",-,17.25,-,1.56,1.25
2006/06/14,"6,343.66","6,494.92","6,340.28","6,469.01","3,244,635","95,004,935",2.0798,0.5046,"531,827,655","15,788,457",-,-,2.0584,100,100,"650,169",-,17.6,-,1.6,1.27
2006/06/15,"6,531.81","6,535.13","6,418.77","6,426.39","3,059,161","83,285,886",-0.6588,0.3972,"531,953,477","15,684,320",-,-,-0.661,100,100,"572,523",-,17.5,-,1.59,1.26
2006/06/16,"6,589.70","6,629.33","6,550.13","6,575.77","3,933,673","110,625,332",2.3245,0.5635,"532,082,895","16,050,331",-,-,2.2979,100,100,"725,436",-,17.91,-,1.62,1.29
2006/06/19,"6,576.55","6,603.98","6,541.33","6,583.04","3,025,624","80,454,340",0.1106,0.4103,"532,100,229","16,067,995",-,-,0.1105,100,100,"553,474",-,17.93,-,1.63,1.29
2006/06/20,"6,536.11","6,552.17","6,324.69","6,363.55","3,631,239","96,953,389",-3.3342,0.4946,"533,156,621","15,535,716",-,-,-3.391,100,100,"668,087",-,17.35,-,1.57,1.25
2006/06/21,"6,354.43","6,399.22","6,290.63","6,299.59","3,000,780","81,628,805",-1.0051,0.4077,"533,199,307","15,380,157",-,-,-1.0102,100,100,"584,534",-,17.19,-,1.56,1.24
2006/06/22,"6,427.71","6,487.91","6,397.13","6,485.15","2,971,416","77,710,892",2.9456,0.4035,"533,335,418","15,833,845",-,-,2.903,100,100,"568,904",-,17.69,-,1.6,1.28
2006/06/23,"6,432.46","6,462.91","6,362.23","6,452.31","2,886,565","77,796,290",-0.5064,0.3636,"533,342,152","15,753,431",-,-,-0.5077,100,100,"564,992",-,17.6,-,1.6,1.27
2006/06/26,"6,464.40","6,548.94","6,448.51","6,523.68","2,652,272","69,836,370",1.1061,0.3652,"533,348,573","15,928,258",-,-,1.1,100,100,"535,571",-,17.8,-,1.61,1.28
2006/06/27,"6,520.77","6,622.81","6,513.03","6,572.39","3,379,387","89,881,926",0.7467,0.4836,"533,348,075","16,047,090",-,-,0.7439,100,100,"671,405",-,17.92,-,1.62,1.29
2006/06/28,"6,500.38","6,540.93","6,481.65","6,540.93","2,835,945","78,175,259",-0.4787,0.4007,"533,408,431","15,971,482",-,-,-0.4798,100,100,"571,754",-,17.84,-,1.62,1.29
2006/06/29,"6,578.58","6,623.39","6,574.40","6,607.39","3,474,344","92,022,815",1.0161,0.508,"533,394,275","16,132,997",-,-,1.0109,100,100,"652,032",-,18.01,-,1.63,1.3
2006/06/30,"6,731.07","6,731.07","6,682.38","6,704.41","3,875,306","116,210,299",1.4684,0.5748,"533,306,552","16,367,448",-,-,1.4577,100,100,"742,915",-,18.27,-,1.66,1.32
2006/07/03,"6,727.23","6,735.34","6,705.25","6,718.50","2,621,146","69,125,058",0.2102,0.3647,"536,230,630","16,427,280",-,-,0.2099,100,100,"514,646",-,18.43,-,1.66,1.32
2006/07/04,"6,748.47","6,789.55","6,722.39","6,734.51","3,245,226","91,302,101",0.2383,0.4694,"536,331,383","16,465,999",-,-,0.238,100,100,"636,893",-,18.47,-,1.66,1.32
2006/07/05,"6,709.21","6,741.52","6,651.55","6,659.96","3,070,732","79,821,919",-1.107,0.4468,"536,495,953","16,283,322",-,-,-1.1132,100,100,"608,118",-,18.27,-,1.64,1.31
2006/07/06,"6,630.04","6,659.07","6,608.49","6,659.07","2,632,790","68,932,512",-0.0134,0.3571,"536,621,218","16,280,928",-,-,-0.0134,100,100,"503,999",-,18.26,-,1.64,1.31
2006/07/07,"6,651.02","6,671.74","6,628.46","6,660.61","2,925,828","73,548,841",0.0231,0.3927,"536,688,517","16,285,451",-,-,0.0231,100,100,"569,135",-,18.26,-,1.64,1.31
2006/07/10,"6,609.86","6,694.75","6,588.55","6,682.46","2,476,041","68,876,614",0.328,0.3332,"536,726,550","16,339,262",-,-,0.3275,100,100,"471,136",-,18.33,-,1.65,1.31
2006/07/11,"6,672.32","6,702.64","6,639.13","6,639.13","2,417,622","67,847,949",-0.6484,0.3291,"536,852,428","16,233,655",-,-,-0.6505,100,100,"489,375",-,18.2,-,1.64,1.3
2006/07/12,"6,681.90","6,725.42","6,612.34","6,634.09","3,088,406","82,963,532",-0.0759,0.4336,"536,971,152","16,222,300",-,-,-0.0759,100,100,"600,622",-,18.19,-,1.63,1.3
2006/07/13,"6,591.56","6,624.04","6,562.54","6,567.60","2,431,234","60,538,435",-1.0022,0.3026,"537,117,516","16,059,406",-,-,-1.0073,100,100,"455,250",-,18.01,-,1.62,1.29
2006/07/14,"6,472.29","6,489.65","6,413.92","6,428.03","2,983,296","73,893,917",-2.1251,0.4005,"537,171,211","15,718,979",-,-,-2.148,100,100,"550,502",-,17.63,-,1.58,1.26
2006/07/17,"6,402.77","6,416.41","6,232.49","6,257.80","2,824,165","69,331,529",-2.6482,0.4026,"537,295,237","15,303,154",-,-,-2.6839,100,100,"538,524",-,17.17,-,1.54,1.23
2006/07/18,"6,257.45","6,293.12","6,244.15","6,285.31","2,382,776","59,330,897",0.4396,0.3322,"537,714,350","15,372,387",-,-,0.4386,100,100,"465,639",-,17.25,-,1.55,1.24
2006/07/19,"6,317.58","6,359.82","6,277.24","6,277.24","2,413,458","64,609,718",-0.1284,0.3371,"537,793,383","15,352,668",-,-,-0.1285,100,100,"495,838",-,17.23,-,1.55,1.23
2006/07/20,"6,423.61","6,446.29","6,393.89","6,443.74","2,972,408","78,338,466",2.6524,0.4133,"538,188,359","15,761,454",-,-,2.6179,100,100,"576,239",-,17.69,-,1.59,1.27
2006/07/21,"6,396.70","6,423.52","6,373.59","6,420.01","2,512,619","65,507,364",-0.3683,0.3398,"538,131,450","15,703,154",-,-,-0.3689,100,100,"501,292",-,17.63,-,1.58,1.26
2006/07/24,"6,316.83","6,363.68","6,308.72","6,359.63","2,169,476","57,905,637",-0.9405,0.2917,"538,238,304","15,555,262",-,-,-0.9449,100,100,"432,538",-,17.47,-,1.57,1.25
